Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,9039.459961,9093.429688,8943.5,9068.580078,9068.580078,10556740000
2020-01-08,9068.030273,9298.330078,9059.379883,9251.330078,9251.330078,12450220000
2020-01-15,9253.759766,9397.580078,9231.139648,9370.80957,9370.80957,9944260000
2020-01-22,9413.610352,9451.429688,9088.040039,9269.679688,9269.679688,12262310000
2020-01-29,9318.259766,9485.379883,9123.219727,9467.969727,9467.969727,12108750000
2020-02-05,9574.099609,9714.740234,9454.929688,9638.94043,9638.94043,11571420000
2020-02-12,9688.599609,9748.320313,9650.019531,9732.740234,9732.740234,9089970000
2020-02-19,9782.80957,9838.370117,8940.490234,8965.610352,8965.610352,14701550000
2020-02-26,9011.549805,9148.320313,8264.160156,8684.089844,8684.089844,21974540000
2020-03-04,8834.099609,9019.959961,7930.430176,8344.25,8344.25,20593090000
2020-03-11,8136.25,8181.359863,6828.910156,7334.779785,7334.779785,23520670000
2020-03-18,6902.319824,7418.370117,6631.419922,7417.859863,7417.859863,23640920000
2020-03-25,7421.359863,7880.310059,7276.399902,7700.100098,7700.100098,20549900000
2020-04-01,7459.5,8146.430176,7288.109863,7887.259766,7887.259766,18491310000
2020-04-08,7975.720215,8531.110352,7901.939941,8515.740234,8515.740234,14474080000
2020-04-15,8355.959961,8684.910156,8215.69043,8263.230469,8263.230469,19217880000
2020-04-22,8434.549805,8830.570313,8404.540039,8607.730469,8607.730469,17818950000
2020-04-29,8802.700195,8957.269531,8537.830078,8809.120117,8809.120117,19752950000
2020-05-06,8874.700195,9250.959961,8819.370117,9002.549805,9002.549805,19373200000
2020-05-13,9006.049805,9317.25,8705.25,9185.099609,9185.099609,20873770000
2020-05-20,9305.620117,9501.209961,9239.410156,9340.219727,9340.219727,16092560000
2020-05-27,9346.120117,9611.219727,9144.280273,9608.379883,9608.379883,16737470000
2020-06-03,9651.860352,10002.5,9560.410156,9953.75,9953.75,28710530000
2020-06-10,10012.32031,10086.88965,9403,9895.870117,9895.870117,23846100000
2020-06-17,9943.30957,10221.84961,9872.94043,10131.37012,10131.37012,24793000000
2020-06-24,10092.91992,10137.5,9663.610352,10058.76953,10058.76953,26318410000
2020-07-01,10063.66992,10518.98047,10048.04004,10343.88965,10343.88965,17457090000
2020-07-08,10409.34961,10824.78027,10182.45996,10488.58008,10488.58008,20743440000
2020-07-15,10576.71973,10839.92969,10364.38965,10680.36035,10680.36035,22768200000
2020-07-22,10687.58008,10745.32031,10217.30957,10402.08984,10402.08984,20827950000
2020-07-29,10474.7002,10941.91016,10412.08984,10941.16992,10941.16992,20671660000
2020-08-05,10967.87012,11126.04004,10762.70996,10782.82031,10782.82031,20759070000
2020-08-12,10878.12012,11230.62012,10877.16016,11210.83984,11210.83984,17044930000
2020-08-19,11214.79981,11468.25977,11090.03027,11466.46973,11466.46973,18884920000
2020-08-26,11516.62012,11945.71973,11507.45996,11939.66992,11939.66992,17052920000
2020-09-02,12047.25977,12074.05957,10837.2002,10847.69043,10847.69043,16545060000
2020-09-09,11064.75977,11299.53027,10728.03027,11190.32031,11190.32031,18444710000
2020-09-16,11222.08008,11245.41992,10519.49023,10963.63965,10963.63965,20511370000
2020-09-23,10950.82031,11153.23047,10520.21973,11085.25,11085.25,18849330000
2020-09-30,11092.90039,11392.41016,11033.69043,11154.59961,11154.59961,19879880000
2020-10-07,11271.67969,11965.54004,11258.34961,11863.90039,11863.90039,18324330000
2020-10-14,11889.07031,11939.91992,11454.57031,11516.49023,11516.49023,16792400000
2020-10-21,11530.38965,11613.79004,11221.05957,11431.34961,11431.34961,16260830000
2020-10-28,11230.90039,11287.62988,10822.57031,11160.57031,11160.57031,17185310000
2020-11-04,11443.76953,12108.07031,11394.20996,11553.86035,11553.86035,22122800000
2020-11-11,11656.65039,11950.17969,11638.90039,11899.33984,11899.33984,19588330000
2020-11-18,11896.05957,12049.87988,11760.98047,12036.79004,12036.79004,26979700000
2020-11-25,12053.88965,12405.79004,12020.9502,12355.11035,12355.11035,21987530000
2020-12-02,12285.75,12594.54004,12217.34961,12582.76953,12582.76953,24876990000
2020-12-09,12591.69043,12607.13965,12214.74023,12595.05957,12595.05957,22706010000
2020-12-16,12611.04004,12840.57031,12525.21973,12807.91992,12807.91992,27501590000
2020-12-23,12834.94043,12973.33008,12758.66992,12850.21973,12850.21973,20091720000
2020-12-30,12906.50977,12958.71973,12543.24023,12818.95996,12818.95996,23514760000
2021-01-06,12666.15039,13208.08984,12649.99023,13072.42969,13072.42969,35706810000
2021-01-13,13088.00977,13220.16016,12949.75977,13197.17969,13197.17969,26376080000
2021-01-20,13342.54981,13728.98047,13329.76953,13626.05957,13626.05957,33807130000
2021-01-27,13486.58008,13652.7002,12985.04981,13612.78027,13612.78027,42989420000
2021-02-03,13718.30957,14044.9502,13585.33984,14007.7002,14007.7002,38480560000
2021-02-10,14093.34961,14175.12012,13845.46973,14047.5,14047.5,35165010000
2021-02-17,13911.65039,13985.58008,13003.98047,13465.2002,13465.2002,34285420000
2021-02-24,13400.25,13607.36035,13024.53027,13358.79004,13358.79004,27980580000
